0,1,2,3,caja elegida
0.24820355312509346,0.2257447451978233,0.22116309853579835,0.3048886031412849,2
0.18406985642504686,0.24219072039203726,0.2986331217190642,0.2751063014638516,0
0.4331935753758434,0.11806966264292225,0.2514993358454865,0.19723742613574785,1
0.47980165109182105,0.11920253246640773,0.23135359519066592,0.1696422212511053,1
0.16283944646057824,0.2659809866852322,0.3755725679678314,0.19560699888635816,0
0.2769872781197437,0.20041720123823614,0.2800977641659625,0.24249775647605762,1
0.376906115934296,0.24236303807949092,0.22638271535141832,0.15434813063479474,3
0.2611350405661773,0.14684356035158186,0.24755654286240403,0.3444648562198368,1
0.34579469538925,0.19450816895214623,0.22474814189666228,0.2349489937619415,1
0.15475886721882293,0.2433198186913425,0.2474062950708416,0.35451501901899296,0
0.24938264898720858,0.17188820487470433,0.22337775952016928,0.3553513866179178,1
0.3328941125253492,0.194444278802744,0.2201488953325435,0.2525127133393633,1
0.40849960151977543,0.21699737118017554,0.1796001471307007,0.19490288016934837,2
0.337097917870159,0.1455031448007668,0.3718540472814705,0.14554489004760374,1
0.3334587558834047,0.19306552483515982,0.25748079849870914,0.21599492078272636,1
0.33207719979793426,0.2158073519024298,0.2777619226927123,0.17435352560692358,3
0.30808524007528054,0.12308151321343655,0.297757655355538,0.2710755913557449,1
0.3296276017076765,0.2458229123663013,0.1773911844180482,0.24715830150797405,2
0.28446679407825004,0.29337673411258913,0.25006603300542535,0.1720904388037357,3
0.3597082798573227,0.12171176988547978,0.3239294756904581,0.19465047456673945,1
0.40969880306820333,0.14085866359700663,0.22852348080373663,0.22091905253105343,1
0.3342677815067442,0.19546150205465285,0.2465401403842745,0.22373057605432844,1
0.27565682706668077,0.2683713774960504,0.20227932688175362,0.25369246855551525,2
0.17886875982687162,0.17196604786635425,0.2990463972507976,0.3501187950559765,1
0.30171836947075115,0.17094957983103481,0.2786486181341991,0.2486834325640149,1
0.35549862958815087,0.24702554875434232,0.273925965433185,0.12354985622432182,3
0.3082542222922662,0.2695613952558121,0.19987069052950032,0.22231369192242142,2
